dftb_energy,orca_energy
-230.4668860,-2824.9770878
-230.4633180,-2824.9753497
-230.4593479,-2824.9736171
-230.4567945,-2824.9724979
-230.4560013,-2824.9721568
-230.4564957,-2824.9723763
-230.4577539,-2824.9729093
-230.4598275,-2824.9738069
-230.4629122,-2824.9750893
-230.4665023,-2824.9766097
-230.4688232,-2824.9782145
-230.4688158,-2824.9797167
-230.4678196,-2824.9807739
-230.4661887,-2824.9806898
-230.4639859,-2824.9790960
-230.4609640,-2824.9763333
-230.4569421,-2824.9732611
-230.4534664,-2824.9707612
-230.4518244,-2824.9696390
-230.4512193,-2824.9696610
-230.4499722,-2824.9694543
-230.4479059,-2824.9682620
-230.4455445,-2824.9664439
