7.264559111	-2824.95996
2.212348601	-2824.96801
-1.606403852	-2824.97409
-3.698251267	-2824.97743
-4.366998427	-2824.97849
-4.266501391	-2824.97833
-4.031290421	-2824.97796
-4.237678046	-2824.97829
-4.975088045	-2824.97946
-6.117108604	-2824.98128
-7.407254499	-2824.98334
-8.532788797	-2824.98513
-9.507282292	-2824.98668
-10.17486665	-2824.98775
-10.36893476	-2824.98806
-10.02386036	-2824.98751
-9.536458304	-2824.98673
-9.059849625	-2824.98597
-8.493224784	-2824.98507
-7.746485413	-2824.98388
-7.053589321	-2824.98277
-6.832741077	-2824.98242
-7.51940964	-2824.98352
-9.048822179	-2824.98595
-10.70956944	-2824.98860
-11.69178083	-2824.99017
-11.52229214	-2824.98990
-10.04378231	-2824.98754
-7.313122419	-2824.98319
-3.775842492	-2824.97755
-0.519898919	-2824.97236
1.378863713	-2824.96934
2.39614543	-2824.96771
4.133702027	-2824.96495
5.564441737	-2824.96267
5.301910338	-2824.96308
2.423050439	-2824.96767
-2.225274301	-2824.97508
-5.941330253	-2824.98100
-6.89040973	-2824.98251
-5.861690168	-2824.98087
-4.584284228	-2824.97884
-3.975705769	-2824.97787
-3.84663326	-2824.97766
-3.85473206	-2824.97768
-3.789319156	-2824.97757
-3.582082495	-2824.97724
-3.372670213	-2824.97691
-3.256215291	-2824.97672
-2.913494726	-2824.97618
-3.391763638	-2824.97694
-1.675748809	-2824.97420
-1.737382774	-2824.97430
-2.167703541	-2824.97499
-2.555643976	-2824.97561
-3.040543477	-2824.97638
-3.662818232	-2824.97737
-4.289838937	-2824.97837
-4.767918529	-2824.97913
-4.963601881	-2824.97944
-4.926131282	-2824.97938
-4.901246266	-2824.97934
-4.924702414	-2824.97938
-5.012949591	-2824.97952
-5.201594029	-2824.97982
-5.433009744	-2824.98019
-5.585198285	-2824.98043
-5.662658358	-2824.98056
-5.68991227	-2824.98060
-5.779719467	-2824.98074
-5.737838015	-2824.98068
-5.677746499	-2824.98058
-5.415070143	-2824.98016
-4.990976905	-2824.97949
-4.602947362	-2824.97887
-4.467228766	-2824.97865
-4.548235593	-2824.97878
-4.651609818	-2824.97895
-4.667078866	-2824.97897
-4.34059418	-2824.97845
-3.751906917	-2824.97751
-3.191591183	-2824.97662
-2.877666979	-2824.97612
-2.896725453	-2824.97615
-3.35070945	-2824.97687
-4.114333558	-2824.97809
-4.846159238	-2824.97926
-5.242267501	-2824.97989
-5.31844931	-2824.98001
-5.030539035	-2824.97955
-4.601728087	-2824.97887
-4.283511005	-2824.97836
-3.993455232	-2824.97790
-3.717874511	-2824.97746
-3.449294427	-2824.97703
-3.379995279	-2824.97692
-3.625294921	-2824.97731
-4.413768904	-2824.97857
-5.698587135	-2824.98061
-7.05051509	-2824.98277
5.56493999	-2824.96266
4.975669131	-2824.96360
3.88901924	-2824.96534
2.026645987	-2824.96830
-0.431356806	-2824.97222
-2.683096851	-2824.97581
-3.942423252	-2824.97782
-3.911544773	-2824.97777
-2.756577806	-2824.97593
-1.264270648	-2824.97355
-0.729006851	-2824.97269
-1.785720174	-2824.97438
-3.575797233	-2824.97723
-5.318249759	-2824.98001
-6.738278293	-2824.98227
-7.602713826	-2824.98365
-7.902167997	-2824.98413
-7.698857741	-2824.98380
-7.167648992	-2824.98296
-6.647726228	-2824.98213
-6.335156844	-2824.98163
-6.443660435	-2824.98180
-6.985644993	-2824.98267
-7.789900529	-2824.98395
-8.696263323	-2824.98539
-9.622950302	-2824.98687
-10.30623715	-2824.98796
-10.58828323	-2824.98841
-10.34990704	-2824.98803
-9.663619381	-2824.98693
-8.894877831	-2824.98571
-8.533809148	-2824.98513
-8.671141731	-2824.98535
-8.86467331	-2824.98566
-8.790430543	-2824.98554
-8.588893037	-2824.98522
-8.388923708	-2824.98490
-8.084808303	-2824.98442
-7.601522789	-2824.98365
-6.999734747	-2824.98269
-6.376124624	-2824.98169
-5.88402619	-2824.98091
-5.673107856	-2824.98057
-5.650900476	-2824.98054
-5.778695978	-2824.98074
-6.021437841	-2824.98113
-6.260334875	-2824.98151
-6.350580082	-2824.98165
-6.268136857	-2824.98152
-6.044971174	-2824.98117
-5.888353582	-2824.98092
-5.730482201	-2824.98067
-5.464306154	-2824.98024
-5.182383695	-2824.97979
-4.926391703	-2824.97938
-4.596367793	-2824.97886
-4.447493196	-2824.97862
-4.567702584	-2824.97881
-4.912635164	-2824.97936
-5.282302783	-2824.97995
-5.485549659	-2824.98028
-5.230426786	-2824.97987
-4.522507188	-2824.97874
-3.834033871	-2824.97764
-3.245799679	-2824.97671
-2.993090883	-2824.97630
-3.675275173	-2824.97739
-5.103341012	-2824.97967
-6.556914995	-2824.98198
-7.448041552	-2824.98340
-7.338365123	-2824.98323
-6.294467057	-2824.98156
-4.645231684	-2824.97894
-3.227016688	-2824.97668
-2.411128147	-2824.97538
-2.156841134	-2824.97497
-2.786451622	-2824.97597
-4.710531633	-2824.97904
-6.70631671	-2824.98222
-7.233861359	-2824.98306
-6.097874424	-2824.98125
-4.212836329	-2824.97825
-2.492775675	-2824.97551
-1.42052867	-2824.97380
-1.260799824	-2824.97354
-1.818305513	-2824.97443
-2.992334719	-2824.97630
-4.936681183	-2824.97940
-7.173117847	-2824.98296
-9.043552248	-2824.98595
-9.926011471	-2824.98735
-9.849131856	-2824.98723
-8.831892183	-2824.98561
-7.333073857	-2824.98322
-6.080611919	-2824.98122
-5.332687159	-2824.98003
-5.363005889	-2824.98008
-6.186653113	-2824.98139
-7.428880165	-2824.98337
-8.533475933	-2824.98513
-7.358391863	-2824.98326
-8.034935985	-2824.98434
-8.681610054	-2824.98537
