30.0669318	-230.43965
25.1457144	-230.44749
21.2668542	-230.45368
18.9238566	-230.45741
17.6785626	-230.45939
16.7492043	-230.46088
15.3747687	-230.46307
13.3776861	-230.46625
10.953975	-230.47011
8.232777	-230.47445
6.3763665	-230.47741
5.465457	-230.47886
4.84281	-230.47985
4.3516107	-230.48063
4.0056957	-230.48118
3.7289637	-230.48162
3.3968853	-230.48215
3.1224594	-230.48259
3.0163788	-230.48276
3.7059027	-230.48166
5.1218481	-230.47940
7.1904198	-230.47611
9.062973	-230.47312
9.9577398	-230.47170
9.8262921	-230.47191
9.547254	-230.47235
9.6233553	-230.47223
10.5942234	-230.47068
12.775794	-230.46721
15.7345203	-230.46249
18.5963904	-230.45793
19.9408467	-230.45579
20.1622323	-230.45544
21.5666472	-230.45320
23.406915	-230.45027
23.0125719	-230.45089
19.0760592	-230.45717
13.4491752	-230.46613
9.178278	-230.47294
7.517886	-230.47559
7.6285788	-230.47541
7.9744938	-230.47486
7.8914742	-230.47499
7.0658904	-230.47631
5.9013099	-230.47816
5.3340093	-230.47907
5.5600071	-230.47871
6.0904101	-230.47786
6.9136878	-230.47655
8.1474513	-230.47458
8.597415649	-230.47387
10.6703247	-230.47056
10.5665502	-230.47073
9.6210492	-230.47223
8.693997	-230.47371
7.8799437	-230.47501
6.7822401	-230.47676
5.2694385	-230.47917
3.3392328	-230.48225
1.660392	-230.48492
0.5580762	-230.48668
-0.1245294	-230.48777
-0.6733812	-230.48864
-1.337538	-230.48970
-1.9740216	-230.49071
-2.5021185	-230.49155
-2.905686	-230.49220
-3.2100912	-230.49268
-3.4453134	-230.49306
-3.6966783	-230.49346
-3.9687981	-230.49389
-4.1140824	-230.49412
-3.9180639	-230.49381
-3.2308461	-230.49272
-2.2876512	-230.49121
-1.3260075	-230.48968
-0.5211786	-230.48840
0.1337538	-230.48735
0.737952	-230.48639
1.2153147	-230.48563
1.6188822	-230.48499
1.9924704	-230.48439
2.1308364	-230.48417
1.9163691	-230.48451
1.2983343	-230.48550
0.4035675	-230.48692
-0.4174041	-230.48823
-0.8717058	-230.48896
-0.9800925	-230.48913
-1.0285206	-230.48921
-1.2037842	-230.48949
-1.3536807	-230.48972
-1.4136393	-230.48982
-1.2591306	-230.48957
-0.9062973	-230.48901
-0.4704444	-230.48832
-0.2467527	-230.48796
-0.69183	-230.48867
-1.8633288	-230.49054
-3.1432143	-230.49258
22.5836373	-230.45158
19.278996	-230.45684
16.4840028	-230.46130
14.3485542	-230.46470
12.5128986	-230.46763
10.83867	-230.47029
9.6118248	-230.47225
8.6870787	-230.47372
7.7092923	-230.47528
6.3094896	-230.47751
4.9742577	-230.47964
4.1440617	-230.48096
3.7428003	-230.48160
3.6136587	-230.48181
3.8419626	-230.48144
4.1878776	-230.48089
4.2708972	-230.48076
4.3216314	-230.48068
4.3539168	-230.48063
4.3054887	-230.48071
4.2363057	-230.48082
4.3400802	-230.48065
4.4623035	-230.48046
4.2685911	-230.48076
4.1440617	-230.48096
4.0172262	-230.48117
3.5537001	-230.48190
3.0348276	-230.48273
2.7350346	-230.48321
2.8019115	-230.48310
3.2170095	-230.48244
3.8857785	-230.48137
4.5591597	-230.48030
4.9004625	-230.47976
4.9304418	-230.47971
5.1379908	-230.47938
5.5853742	-230.47867
6.4017336	-230.47737
7.8453522	-230.47506
9.7248237	-230.47207
11.6988453	-230.46892
13.4768484	-230.46609
15.0842001	-230.46353
16.327188	-230.46155
16.6177566	-230.46108
15.7621935	-230.46245
14.044149	-230.46519
12.0309237	-230.46839
10.4558574	-230.47090
9.5426418	-230.47236
8.878485	-230.47342
8.0090853	-230.47480
6.7361181	-230.47683
5.0688078	-230.47949
3.0140727	-230.48276
1.1392134	-230.48575
-0.23061	-230.48793
-1.1507439	-230.48940
-1.8079824	-230.49045
-2.0408985	-230.49082
-1.867941	-230.49054
-1.1968659	-230.48947
-0.4289346	-230.48825
0.2813442	-230.48712
0.7448703	-230.48638
1.0285206	-230.48593
1.3260075	-230.48545
1.5658419	-230.48507
1.3213953	-230.48546
0.8094411	-230.48628
0.1752636	-230.48729
-0.5096481	-230.48838
-1.2568245	-230.48957
-1.8264312	-230.49048
-2.2069377	-230.49108
-2.6889126	-230.49185
-3.1778058	-230.49263
-3.5006598	-230.49315
-3.6528624	-230.49339
-3.4914354	-230.49313
-2.8411152	-230.49209
-1.7457177	-230.49035
-0.4981176	-230.48836
0.8693997	-230.48618
1.9486545	-230.48446
2.5044246	-230.48358
2.8503396	-230.48302
3.2170095	-230.48244
3.5652306	-230.48189
4.081797	-230.48106
4.6998318	-230.48008
5.3432337	-230.47905
5.8321269	-230.47827
6.2518371	-230.47760
6.7384242	-230.47683
7.0220745	-230.47638
6.9920952	-230.47642
6.8006889	-230.47673
6.6231192	-230.47701
6.4132641	-230.47735
5.2279287	-230.47924
3.9457371	-230.48128
3.8396565	-230.48145
4.5038133	-230.48039
5.511579	-230.47878
6.6000582	-230.47705
7.8269034	-230.47509
9.1275438	-230.47302
